dataset,method,kind,operating_point,lo,hi,n_residues,recall
CAID3 Disorder-NOX,Metapredict-v3,DED,calibrated,21,30,647,0.5455950540958269
CAID3 Disorder-NOX,Metapredict-v3,DED,calibrated,31,50,1017,0.5939036381514258
CAID3 Disorder-NOX,Metapredict-v3,DED,calibrated,51,100,2701,0.8730099962976675
CAID3 Disorder-NOX,Metapredict-v3,DED,calibrated,101,200,6096,0.8464566929133859
CAID3 Disorder-NOX,Metapredict-v3,DED,calibrated,201,-1,6688,0.8877093301435407
CAID3 Disorder-NOX,DisoMine,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,DisoMine,DED,calibrated,6,10,60,0.4166666666666667
CAID3 Disorder-NOX,DisoMine,DED,calibrated,11,15,314,0.6942675159235668
CAID3 Disorder-NOX,DisoMine,DED,calibrated,16,20,349,0.6131805157593123
CAID3 Disorder-NOX,DisoMine,DED,calibrated,21,30,647,0.6738794435857806
CAID3 Disorder-NOX,DisoMine,DED,calibrated,31,50,1017,0.5014749262536873
CAID3 Disorder-NOX,DisoMine,DED,calibrated,51,100,2701,0.716401332839689
CAID3 Disorder-NOX,DisoMine,DED,calibrated,101,200,6096,0.6642060367454068
CAID3 Disorder-NOX,DisoMine,DED,calibrated,201,-1,6688,0.8166866028708134
CAID3 Disorder-NOX,PUNCH2,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,PUNCH2,DED,calibrated,6,10,60,0.31666666666666665
CAID3 Disorder-NOX,PUNCH2,DED,calibrated,11,15,314,0.5095541401273885
CAID3 Disorder-NOX,PUNCH2,DED,calibrated,16,20,349,0.4899713467048711
CAID3 Disorder-NOX,PUNCH2,DED,calibrated,21,30,647,0.6105100463678517
CAID3 Disorder-NOX,PUNCH2,DED,calibrated,31,50,1017,0.6971484759095379
CAID3 Disorder-NOX,PUNCH2,DED,calibrated,51,100,2701,0.8470936690114772
CAID3 Disorder-NOX,PUNCH2,DED,calibrated,101,200,6096,0.8631889763779528
CAID3 Disorder-NOX,PUNCH2,DED,calibrated,201,-1,6688,0.9413875598086124
CAID3 Disorder-NOX,PUNCH2-Light,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,PUNCH2-Light,DED,calibrated,6,10,60,0.23333333333333334
CAID3 Disorder-NOX,PUNCH2-Light,DED,calibrated,11,15,314,0.4713375796178344
CAID3 Disorder-NOX,PUNCH2-Light,DED,calibrated,16,20,349,0.48424068767908307
CAID3 Disorder-NOX,PUNCH2-Light,DED,calibrated,21,30,647,0.5749613601236476
CAID3 Disorder-NOX,PUNCH2-Light,DED,calibrated,31,50,1017,0.6784660766961652
CAID3 Disorder-NOX,PUNCH2-Light,DED,calibrated,51,100,2701,0.8130322102924843
CAID3 Disorder-NOX,PUNCH2-Light,DED,calibrated,101,200,6096,0.8471128608923885
CAID3 Disorder-NOX,PUNCH2-Light,DED,calibrated,201,-1,6688,0.9363038277511961
CAID3 Disorder-NOX,DisorderUnetLM,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,DisorderUnetLM,DED,calibrated,6,10,60,0.48333333333333334
CAID3 Disorder-NOX,DisorderUnetLM,DED,calibrated,11,15,314,0.7420382165605095
CAID3 Disorder-NOX,DisorderUnetLM,DED,calibrated,16,20,349,0.6590257879656161
CAID3 Disorder-NOX,DisorderUnetLM,DED,calibrated,21,30,647,0.8825347758887172
CAID3 Disorder-NOX,DisorderUnetLM,DED,calibrated,31,50,1017,0.823992133726647
CAID3 Disorder-NOX,DisorderUnetLM,DED,calibrated,51,100,2701,0.9100333209922251
CAID3 Disorder-NOX,DisorderUnetLM,DED,calibrated,101,200,6096,0.8682742782152231
CAID3 Disorder-NOX,DisorderUnetLM,DED,calibrated,201,-1,6688,0.9605263157894737
CAID3 Disorder-NOX,LMDisorder,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,LMDisorder,DED,calibrated,6,10,60,0.36666666666666664
CAID3 Disorder-NOX,LMDisorder,DED,calibrated,11,15,314,0.5414012738853503
CAID3 Disorder-NOX,LMDisorder,DED,calibrated,16,20,349,0.5100286532951289
CAID3 Disorder-NOX,LMDisorder,DED,calibrated,21,30,647,0.7187017001545595
CAID3 Disorder-NOX,LMDisorder,DED,calibrated,31,50,1017,0.7266470009832842
CAID3 Disorder-NOX,LMDisorder,DED,calibrated,51,100,2701,0.8548685671973343
CAID3 Disorder-NOX,LMDisorder,DED,calibrated,101,200,6096,0.8827099737532809
CAID3 Disorder-NOX,LMDisorder,DED,calibrated,201,-1,6688,0.9439294258373205
CAID3 Disorder-NOX,ESMDisPred-1,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,ESMDisPred-1,DED,calibrated,6,10,60,0.5
CAID3 Disorder-NOX,ESMDisPred-1,DED,calibrated,11,15,314,0.5955414012738853
CAID3 Disorder-NOX,ESMDisPred-1,DED,calibrated,16,20,349,0.6790830945558739
CAID3 Disorder-NOX,ESMDisPred-1,DED,calibrated,21,30,647,0.6970633693972179
CAID3 Disorder-NOX,ESMDisPred-1,DED,calibrated,31,50,1017,0.8190757128810227
CAID3 Disorder-NOX,ESMDisPred-1,DED,calibrated,51,100,2701,0.8804146612365791
CAID3 Disorder-NOX,ESMDisPred-1,DED,calibrated,101,200,6096,0.8576115485564304
CAID3 Disorder-NOX,ESMDisPred-1,DED,calibrated,201,-1,6688,0.8682715311004785
CAID3 Disorder-NOX,ESMDisPred-2,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,ESMDisPred-2,DED,calibrated,6,10,60,0.5
CAID3 Disorder-NOX,ESMDisPred-2,DED,calibrated,11,15,314,0.5732484076433121
CAID3 Disorder-NOX,ESMDisPred-2,DED,calibrated,16,20,349,0.6905444126074498
CAID3 Disorder-NOX,ESMDisPred-2,DED,calibrated,21,30,647,0.6630602782071098
CAID3 Disorder-NOX,ESMDisPred-2,DED,calibrated,31,50,1017,0.7531956735496559
CAID3 Disorder-NOX,ESMDisPred-2,DED,calibrated,51,100,2701,0.8378378378378378
CAID3 Disorder-NOX,ESMDisPred-2,DED,calibrated,101,200,6096,0.8305446194225722
CAID3 Disorder-NOX,ESMDisPred-2,DED,calibrated,201,-1,6688,0.8154904306220095
CAID3 Disorder-NOX,UdonPred-DisProt,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,UdonPred-DisProt,DED,calibrated,6,10,60,0.6666666666666666
CAID3 Disorder-NOX,UdonPred-DisProt,DED,calibrated,11,15,314,0.6528662420382165
CAID3 Disorder-NOX,UdonPred-DisProt,DED,calibrated,16,20,349,0.6160458452722063
CAID3 Disorder-NOX,UdonPred-DisProt,DED,calibrated,21,30,647,0.6908809891808346
CAID3 Disorder-NOX,UdonPred-DisProt,DED,calibrated,31,50,1017,0.7020648967551623
CAID3 Disorder-NOX,UdonPred-DisProt,DED,calibrated,51,100,2701,0.8300629396519807
CAID3 Disorder-NOX,UdonPred-DisProt,DED,calibrated,101,200,6096,0.7660761154855643
CAID3 Disorder-NOX,UdonPred-DisProt,DED,calibrated,201,-1,6688,0.774671052631579
CAID3 Disorder-NOX,UdonPred-combined,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,UdonPred-combined,DED,calibrated,6,10,60,0.5333333333333333
CAID3 Disorder-NOX,UdonPred-combined,DED,calibrated,11,15,314,0.5987261146496815
CAID3 Disorder-NOX,UdonPred-combined,DED,calibrated,16,20,349,0.6246418338108882
CAID3 Disorder-NOX,UdonPred-combined,DED,calibrated,21,30,647,0.7310664605873262
CAID3 Disorder-NOX,UdonPred-combined,DED,calibrated,31,50,1017,0.7807276302851525
CAID3 Disorder-NOX,UdonPred-combined,DED,calibrated,51,100,2701,0.8911514253980007
CAID3 Disorder-NOX,UdonPred-combined,DED,calibrated,101,200,6096,0.8625328083989501
CAID3 Disorder-NOX,UdonPred-combined,DED,calibrated,201,-1,6688,0.8640849282296651
CAID3 Disorder-NOX,DARUMA-beta,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,DARUMA-beta,DED,calibrated,6,10,60,0.26666666666666666
CAID3 Disorder-NOX,DARUMA-beta,DED,calibrated,11,15,314,0.5063694267515924
CAID3 Disorder-NOX,DARUMA-beta,DED,calibrated,16,20,349,0.6074498567335244
CAID3 Disorder-NOX,DARUMA-beta,DED,calibrated,21,30,647,0.6476043276661515
CAID3 Disorder-NOX,DARUMA-beta,DED,calibrated,31,50,1017,0.6253687315634219
CAID3 Disorder-NOX,DARUMA-beta,DED,calibrated,51,100,2701,0.7845242502776749
CAID3 Disorder-NOX,DARUMA-beta,DED,calibrated,101,200,6096,0.770997375328084
CAID3 Disorder-NOX,DARUMA-beta,DED,calibrated,201,-1,6688,0.8305921052631579
CAID3 Disorder-NOX,DisoFLAG-IDR,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,DisoFLAG-IDR,DED,calibrated,6,10,60,0.3333333333333333
CAID3 Disorder-NOX,DisoFLAG-IDR,DED,calibrated,11,15,314,0.6305732484076433
CAID3 Disorder-NOX,DisoFLAG-IDR,DED,calibrated,16,20,349,0.5730659025787965
CAID3 Disorder-NOX,DisoFLAG-IDR,DED,calibrated,21,30,647,0.8145285935085008
CAID3 Disorder-NOX,DisoFLAG-IDR,DED,calibrated,31,50,1017,0.7246804326450345
CAID3 Disorder-NOX,DisoFLAG-IDR,DED,calibrated,51,100,2701,0.8430211032950758
CAID3 Disorder-NOX,DisoFLAG-IDR,DED,calibrated,101,200,6096,0.7995406824146981
CAID3 Disorder-NOX,DisoFLAG-IDR,DED,calibrated,201,-1,6688,0.8389653110047847
CAID3 Disorder-NOX,s2D-2,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,s2D-2,DED,calibrated,6,10,60,0.7
CAID3 Disorder-NOX,s2D-2,DED,calibrated,11,15,314,0.7866242038216561
CAID3 Disorder-NOX,s2D-2,DED,calibrated,16,20,349,0.6848137535816619
CAID3 Disorder-NOX,s2D-2,DED,calibrated,21,30,647,0.740340030911901
CAID3 Disorder-NOX,s2D-2,DED,calibrated,31,50,1017,0.7030481809242871
CAID3 Disorder-NOX,s2D-2,DED,calibrated,51,100,2701,0.789707515734913
CAID3 Disorder-NOX,s2D-2,DED,calibrated,101,200,6096,0.7360564304461942
CAID3 Disorder-NOX,s2D-2,DED,calibrated,201,-1,6688,0.7200956937799043
