dataset,method,kind,operating_point,stratum,n_regions,detection_rate,mean_overlap
CAID3 Disorder-NOX,rawMSA-disorder,DED,calibrated,short_lt20,44,0.6363636363636364,0.6100333378742471
CAID3 Disorder-NOX,rawMSA-disorder,DED,calibrated,mid_20_30,32,0.75,0.7070485968963294
CAID3 Disorder-NOX,rawMSA-disorder,DED,calibrated,long_gt30,131,0.8625954198473282,0.8349262258116003
CAID3 Disorder-NOX,Metapredict-v1,DED,literal,short_lt20,44,0.45454545454545453,0.40750899983854527
CAID3 Disorder-NOX,Metapredict-v1,DED,literal,mid_20_30,32,0.46875,0.41403346892571025
CAID3 Disorder-NOX,Metapredict-v1,DED,literal,long_gt30,131,0.6030534351145038,0.5441499734051649
CAID3 Disorder-NOX,Metapredict-v1,DED,calibrated,short_lt20,44,0.5454545454545454,0.545610374103021
CAID3 Disorder-NOX,Metapredict-v1,DED,calibrated,mid_20_30,32,0.625,0.605820965537045
CAID3 Disorder-NOX,Metapredict-v1,DED,calibrated,long_gt30,131,0.732824427480916,0.6995010757204152
CAID3 Disorder-NOX,Metapredict-v2,DED,literal,short_lt20,44,0.4772727272727273,0.49241963658741733
CAID3 Disorder-NOX,Metapredict-v2,DED,literal,mid_20_30,32,0.71875,0.6374731017843837
CAID3 Disorder-NOX,Metapredict-v2,DED,literal,long_gt30,131,0.816793893129771,0.7740758797152937
CAID3 Disorder-NOX,Metapredict-v2,DED,calibrated,short_lt20,44,0.5454545454545454,0.5597628066378066
CAID3 Disorder-NOX,Metapredict-v2,DED,calibrated,mid_20_30,32,0.71875,0.6802841263767051
CAID3 Disorder-NOX,Metapredict-v2,DED,calibrated,long_gt30,131,0.8473282442748091,0.8025928109555518
CAID3 Disorder-NOX,Metapredict-v3,DED,literal,short_lt20,44,0.4318181818181818,0.4284469986341644
CAID3 Disorder-NOX,Metapredict-v3,DED,literal,mid_20_30,32,0.53125,0.5193091574599258
CAID3 Disorder-NOX,Metapredict-v3,DED,literal,long_gt30,131,0.8625954198473282,0.8233867359931797
CAID3 Disorder-NOX,Metapredict-v3,DED,calibrated,short_lt20,44,0.4318181818181818,0.4119089095693374
CAID3 Disorder-NOX,Metapredict-v3,DED,calibrated,mid_20_30,32,0.53125,0.49054058872509027
CAID3 Disorder-NOX,Metapredict-v3,DED,calibrated,long_gt30,131,0.8625954198473282,0.8079266345815137
CAID3 Disorder-NOX,DisoMine,DED,literal,short_lt20,44,0.3409090909090909,0.35643851098396556
CAID3 Disorder-NOX,DisoMine,DED,literal,mid_20_30,32,0.40625,0.3861151495479644
CAID3 Disorder-NOX,DisoMine,DED,literal,long_gt30,131,0.3816793893129771,0.4063777985013205
CAID3 Disorder-NOX,DisoMine,DED,calibrated,short_lt20,44,0.6590909090909091,0.6450258520445687
CAID3 Disorder-NOX,DisoMine,DED,calibrated,mid_20_30,32,0.6875,0.6366835718559857
CAID3 Disorder-NOX,DisoMine,DED,calibrated,long_gt30,131,0.732824427480916,0.6725299399264775
CAID3 Disorder-NOX,PUNCH2,DED,literal,short_lt20,44,0.45454545454545453,0.4389176480085572
CAID3 Disorder-NOX,PUNCH2,DED,literal,mid_20_30,32,0.6875,0.5911061827249047
CAID3 Disorder-NOX,PUNCH2,DED,literal,long_gt30,131,0.8702290076335878,0.8240061527941336
CAID3 Disorder-NOX,PUNCH2,DED,calibrated,short_lt20,44,0.4772727272727273,0.45524923309014215
CAID3 Disorder-NOX,PUNCH2,DED,calibrated,mid_20_30,32,0.6875,0.6081802590109375
CAID3 Disorder-NOX,PUNCH2,DED,calibrated,long_gt30,131,0.8702290076335878,0.8312337635242377
CAID3 Disorder-NOX,PUNCH2-Light,DED,literal,short_lt20,44,0.45454545454545453,0.4231098131666313
CAID3 Disorder-NOX,PUNCH2-Light,DED,literal,mid_20_30,32,0.65625,0.5828333856402634
CAID3 Disorder-NOX,PUNCH2-Light,DED,literal,long_gt30,131,0.8625954198473282,0.8138856214319241
CAID3 Disorder-NOX,PUNCH2-Light,DED,calibrated,short_lt20,44,0.45454545454545453,0.42159466165147985
CAID3 Disorder-NOX,PUNCH2-Light,DED,calibrated,mid_20_30,32,0.65625,0.5781079837273615
CAID3 Disorder-NOX,PUNCH2-Light,DED,calibrated,long_gt30,131,0.8549618320610687,0.8118582984959462
CAID3 Disorder-NOX,DisorderUnetLM,DED,literal,short_lt20,44,0.5,0.46925777727916773
CAID3 Disorder-NOX,DisorderUnetLM,DED,literal,mid_20_30,32,0.625,0.5673855019952283
CAID3 Disorder-NOX,DisorderUnetLM,DED,literal,long_gt30,131,0.6793893129770993,0.6444684776193828
CAID3 Disorder-NOX,DisorderUnetLM,DED,calibrated,short_lt20,44,0.6818181818181818,0.6530932795040592
CAID3 Disorder-NOX,DisorderUnetLM,DED,calibrated,mid_20_30,32,0.90625,0.8588713992986856
CAID3 Disorder-NOX,DisorderUnetLM,DED,calibrated,long_gt30,131,0.9083969465648855,0.8841466227531292
CAID3 Disorder-NOX,LMDisorder,DED,literal,short_lt20,44,0.5909090909090909,0.5942395579761889
CAID3 Disorder-NOX,LMDisorder,DED,literal,mid_20_30,32,0.875,0.8008844495847869
CAID3 Disorder-NOX,LMDisorder,DED,literal,long_gt30,131,0.9312977099236641,0.8970493315271092
CAID3 Disorder-NOX,LMDisorder,DED,calibrated,short_lt20,44,0.5227272727272727,0.5035256132014154
CAID3 Disorder-NOX,LMDisorder,DED,calibrated,mid_20_30,32,0.8125,0.6919967026455969
CAID3 Disorder-NOX,LMDisorder,DED,calibrated,long_gt30,131,0.8778625954198473,0.8459944206449806
CAID3 Disorder-NOX,ESMDisPred-1,DED,literal,short_lt20,44,0.2727272727272727,0.27296340023612753
CAID3 Disorder-NOX,ESMDisPred-1,DED,literal,mid_20_30,32,0.46875,0.43233106737229676
CAID3 Disorder-NOX,ESMDisPred-1,DED,literal,long_gt30,131,0.45038167938931295,0.44007768076528336
CAID3 Disorder-NOX,ESMDisPred-1,DED,calibrated,short_lt20,44,0.6363636363636364,0.599844073136889
CAID3 Disorder-NOX,ESMDisPred-1,DED,calibrated,mid_20_30,32,0.75,0.690056359469075
CAID3 Disorder-NOX,ESMDisPred-1,DED,calibrated,long_gt30,131,0.8931297709923665,0.8535044061857814
CAID3 Disorder-NOX,ESMDisPred-2,DED,literal,short_lt20,44,0.2727272727272727,0.30116768258479487
CAID3 Disorder-NOX,ESMDisPred-2,DED,literal,mid_20_30,32,0.40625,0.40718309986628953
CAID3 Disorder-NOX,ESMDisPred-2,DED,literal,long_gt30,131,0.4732824427480916,0.4508965875313894
CAID3 Disorder-NOX,ESMDisPred-2,DED,calibrated,short_lt20,44,0.6136363636363636,0.59340699778534
CAID3 Disorder-NOX,ESMDisPred-2,DED,calibrated,mid_20_30,32,0.6875,0.6659177442528736
CAID3 Disorder-NOX,ESMDisPred-2,DED,calibrated,long_gt30,131,0.8473282442748091,0.8096805118539193
CAID3 Disorder-NOX,UdonPred-DisProt,DED,literal,short_lt20,44,0.36363636363636365,0.4184853980572388
CAID3 Disorder-NOX,UdonPred-DisProt,DED,literal,mid_20_30,32,0.46875,0.4795679306291188
CAID3 Disorder-NOX,UdonPred-DisProt,DED,literal,long_gt30,131,0.5801526717557252,0.56999525481769
CAID3 Disorder-NOX,UdonPred-DisProt,DED,calibrated,short_lt20,44,0.6590909090909091,0.6299939034485543
CAID3 Disorder-NOX,UdonPred-DisProt,DED,calibrated,mid_20_30,32,0.75,0.6867951643160133
CAID3 Disorder-NOX,UdonPred-DisProt,DED,calibrated,long_gt30,131,0.9007633587786259,0.7703803802707662
CAID3 Disorder-NOX,UdonPred-combined,DED,literal,short_lt20,44,0.5681818181818182,0.5605038225878008
CAID3 Disorder-NOX,UdonPred-combined,DED,literal,mid_20_30,32,0.65625,0.6536138724191572
CAID3 Disorder-NOX,UdonPred-combined,DED,literal,long_gt30,131,0.8702290076335878,0.7924535739090588
CAID3 Disorder-NOX,UdonPred-combined,DED,calibrated,short_lt20,44,0.5909090909090909,0.5875475434008716
CAID3 Disorder-NOX,UdonPred-combined,DED,calibrated,mid_20_30,32,0.71875,0.7170326412197663
CAID3 Disorder-NOX,UdonPred-combined,DED,calibrated,long_gt30,131,0.9312977099236641,0.8581960390975732
CAID3 Disorder-NOX,DARUMA-beta,DED,literal,short_lt20,44,0.45454545454545453,0.4766251960348498
CAID3 Disorder-NOX,DARUMA-beta,DED,literal,mid_20_30,32,0.625,0.5921342618976615
CAID3 Disorder-NOX,DARUMA-beta,DED,literal,long_gt30,131,0.7786259541984732,0.734790617405855
CAID3 Disorder-NOX,DARUMA-beta,DED,calibrated,short_lt20,44,0.5,0.5078326850113016
CAID3 Disorder-NOX,DARUMA-beta,DED,calibrated,mid_20_30,32,0.625,0.6280249838416068
CAID3 Disorder-NOX,DARUMA-beta,DED,calibrated,long_gt30,131,0.8015267175572519,0.7546639065705643
CAID3 Disorder-NOX,DisoFLAG-IDR,DED,literal,short_lt20,44,0.36363636363636365,0.3758330127982534
CAID3 Disorder-NOX,DisoFLAG-IDR,DED,literal,mid_20_30,32,0.65625,0.5990015729054803
CAID3 Disorder-NOX,DisoFLAG-IDR,DED,literal,long_gt30,131,0.7099236641221374,0.6703711613597443
CAID3 Disorder-NOX,DisoFLAG-IDR,DED,calibrated,short_lt20,44,0.6136363636363636,0.5470415001665002
CAID3 Disorder-NOX,DisoFLAG-IDR,DED,calibrated,mid_20_30,32,0.8125,0.7901356333658152
CAID3 Disorder-NOX,DisoFLAG-IDR,DED,calibrated,long_gt30,131,0.8549618320610687,0.8010314183771756
CAID3 Disorder-NOX,s2D-2,DED,literal,short_lt20,44,0.7954545454545454,0.744563349662034
CAID3 Disorder-NOX,s2D-2,DED,literal,mid_20_30,32,0.875,0.7452896667699422
CAID3 Disorder-NOX,s2D-2,DED,literal,long_gt30,131,0.8320610687022901,0.742965613035105
CAID3 Disorder-NOX,s2D-2,DED,calibrated,short_lt20,44,0.7954545454545454,0.7424972339595546
CAID3 Disorder-NOX,s2D-2,DED,calibrated,mid_20_30,32,0.84375,0.7393729202820751
CAID3 Disorder-NOX,s2D-2,DED,calibrated,long_gt30,131,0.8320610687022901,0.7397267486031964
